"","code_station","libelle_station","code_departement","libelle_departement","code_commune","libelle_commune","code_region","libelle_region","code_bassin","libelle_bassin","code_cours_eau","libelle_cours_eau","code_campagne","code_reseau","libelle_reseau","code_ecoulement","libelle_ecoulement","longitude","latitude","date_campagne","nombre_modalite_ecoulement","code_type_campagne","libelle_type_campagne","uri_reseau","etat_station","Annee"
"314","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","95170","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2020-09-25,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"315","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","94934","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2020-08-25,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"316","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","94876","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2020-08-11,4,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2020
"317","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","94792","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2020-07-27,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"318","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","94667","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2020-06-25,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"319","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","94541","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2020-05-26,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2020
"320","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","93351","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2019-11-25,4,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2019
"321","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","92700","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2019-10-25,4,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2019
"322","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","91752","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2019-09-23,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"323","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","90653","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2019-08-23,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"324","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","90250","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2019-08-13,4,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2019
"325","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","89427","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2019-07-25,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"326","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","89151","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2019-07-16,4,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2019
"327","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","88503","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2019-06-26,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"328","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","87754","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2019-05-27,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2019
"329","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","86702","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2019-04-25,4,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2019
"330","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","86350","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2019-03-26,4,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2019
"331","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","85453","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2018-11-26,4,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2018
"332","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","84910","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2018-10-24,4,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2018
"333","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","83952","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.042432664,50.016819061,2018-09-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"334","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","83550","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2018-09-21,4,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2018
"335","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","82606","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2018-08-24,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"336","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","81854","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2018-08-07,4,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2018
"337","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","81353","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2018-07-24,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"338","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","80901","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.042432664,50.016819061,2018-07-10,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2018
"339","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","80462","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2018-06-25,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"340","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","79659","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2018-05-24,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2018
"341","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","78150","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2017-11-24,4,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2017
"342","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","77500","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2017-10-25,4,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2017
"343","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","76264","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2017-09-25,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"344","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","75117","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2017-08-25,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"345","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","74057","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2017-07-24,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"346","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","73651","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2017-07-12,4,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2017
"347","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","72969","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2017-06-26,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"348","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","72502","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2017-06-12,4,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2017
"349","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","72112","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2017-05-24,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2017
"350","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","68369","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2016-08-26,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"351","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","68255","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2016-07-27,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"352","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","68133","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2016-06-24,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"353","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","67971","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.042432664,50.016819061,2016-05-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2016
"354","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","67533","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2015-09-28,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"355","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","67421","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2015-08-24,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"356","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","67270","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2015-07-27,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"357","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","67024","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2015-06-24,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"358","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","66857","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2015-05-25,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2015
"359","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","65850","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2014-09-24,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"360","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","64814","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2014-08-25,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"361","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","64052","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2014-07-23,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"362","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","63065","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.042432664,50.016819061,2014-06-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"363","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","62105","0000000134","Onde OFB","1","Ecoulement visible",4.042432664,50.016819061,2014-05-26,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2014
"364","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","1186","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.042432664,50.016819061,2013-09-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2013
"365","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","1047","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.042432664,50.016819061,2013-08-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2013
"366","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","981","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.042432664,50.016819061,2013-07-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2013
"367","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","866","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.042432664,50.016819061,2013-06-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2013
"368","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","785","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.042432664,50.016819061,2013-05-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2013
"369","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","547","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.042432664,50.016819061,2012-09-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2012
"370","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","446","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.042432664,50.016819061,2012-08-24,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2012
"371","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","305","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.042432664,50.016819061,2012-07-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2012
"372","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","244","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.042432664,50.016819061,2012-06-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2012
"373","D0137052","L'Helpe mineure à Fourmies","59","Nord","59249","FOURMIES","32","Hauts-de-France","01","Artois-Picardie","D0130700","l'Helpe Mineure","128","0000000134","Onde OFB","1a","Ecoulement visible acceptable",4.042432664,50.016819061,2012-05-25,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2012
"374","D015 8503","Le Ruisseau de Tarsy à Dourlers","59","Nord","59181","Dourlers","32","Hauts-de-France","01","Artois-Picardie","D0150850","La Tarsy","108716","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.937652497,50.174608539,2026-07-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2026
"375","D015 8503","Le Ruisseau de Tarsy à Dourlers","59","Nord","59181","Dourlers","32","Hauts-de-France","01","Artois-Picardie","D0150850","La Tarsy","107807","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.937652497,50.174608539,2026-06-23,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2026
"376","D015 8503","Le Ruisseau de Tarsy à Dourlers","59","Nord","59181","Dourlers","32","Hauts-de-France","01","Artois-Picardie","D0150850","La Tarsy","106852","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.937652497,50.174608539,2026-05-26,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2026
"377","D015 8503","Le Ruisseau de Tarsy à Dourlers","59","Nord","59181","Dourlers","32","Hauts-de-France","01","Artois-Picardie","D0150850","La Tarsy","105250","0000000134","Onde OFB","1","Ecoulement visible",3.937652497,50.174608539,2025-10-28,4,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2025
"378","D015 8503","Le Ruisseau de Tarsy à Dourlers","59","Nord","59181","Dourlers","32","Hauts-de-France","01","Artois-Picardie","D0150850","La Tarsy","104071","0000000134","Onde OFB","1","Ecoulement visible",3.937652497,50.174608539,2025-09-26,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2025
"379","D015 8503","Le Ruisseau de Tarsy à Dourlers","59","Nord","59181","Dourlers","32","Hauts-de-France","01","Artois-Picardie","D0150850","La Tarsy","103003","0000000134","Onde OFB","1","Ecoulement visible",3.937652497,50.174608539,2025-08-26,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2025
"380","D015 8503","Le Ruisseau de Tarsy à Dourlers","59","Nord","59181","Dourlers","32","Hauts-de-France","01","Artois-Picardie","D0150850","La Tarsy","101875","0000000134","Onde OFB","1","Ecoulement visible",3.937652497,50.174608539,2025-07-23,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2025
"381","D015 8503","Le Ruisseau de Tarsy à Dourlers","59","Nord","59181","Dourlers","32","Hauts-de-France","01","Artois-Picardie","D0150850","La Tarsy","101202","0000000134","Onde OFB",NA,"Donnée manquante",3.937652497,50.174608539,2025-07-05,4,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2025
"382","D015 8503","Le Ruisseau de Tarsy à Dourlers","59","Nord","59181","Dourlers","32","Hauts-de-France","01","Artois-Picardie","D0150850","La Tarsy","100758","0000000134","Onde OFB","1","Ecoulement visible",3.937652497,50.174608539,2025-06-25,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2025
"383","D015 8503","Le Ruisseau de Tarsy à Dourlers","59","Nord","59181","Dourlers","32","Hauts-de-France","01","Artois-Picardie","D0150850","La Tarsy","99950","0000000134","Onde OFB","1","Ecoulement visible",3.937652497,50.174608539,2025-05-26,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2025
"384","D015 8503","Le Ruisseau de Tarsy à Dourlers","59","Nord","59181","Dourlers","32","Hauts-de-France","01","Artois-Picardie","D0150850","La Tarsy","98851","0000000134","Onde OFB","1","Ecoulement visible",3.937652497,50.174608539,2024-09-26,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2024
"385","D015 8503","Le Ruisseau de Tarsy à Dourlers","59","Nord","59181","Dourlers","32","Hauts-de-France","01","Artois-Picardie","D0150850","La Tarsy","98718","0000000134","Onde OFB","1","Ecoulement visible",3.937652497,50.174608539,2024-08-23,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2024
"386","D015 8503","Le Ruisseau de Tarsy à Dourlers","59","Nord","59181","Dourlers","32","Hauts-de-France","01","Artois-Picardie","D0150850","La Tarsy","98607","0000000134","Onde OFB","1","Ecoulement visible",3.937652497,50.174608539,2024-07-26,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2024
"387","D015 8503","Le Ruisseau de Tarsy à Dourlers","59","Nord","59181","Dourlers","32","Hauts-de-France","01","Artois-Picardie","D0150850","La Tarsy","98351","0000000134","Onde OFB","1","Ecoulement visible",3.937652497,50.174608539,2024-06-25,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2024
"388","D015 8503","Le Ruisseau de Tarsy à Dourlers","59","Nord","59181","Dourlers","32","Hauts-de-France","01","Artois-Picardie","D0150850","La Tarsy","98277","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.937652497,50.174608539,2024-05-27,5,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2024
"389","D015 8503","Le Ruisseau de Tarsy à Dourlers","59","Nord","59181","Dourlers","32","Hauts-de-France","01","Artois-Picardie","D0150850","La Tarsy","97939","0000000134","Onde OFB","1","Ecoulement visible",3.937652497,50.174608539,2023-09-25,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2023
"390","D015 8503","Le Ruisseau de Tarsy à Dourlers","59","Nord","59181","Dourlers","32","Hauts-de-France","01","Artois-Picardie","D0150850","La Tarsy","97815","0000000134","Onde OFB","1","Ecoulement visible",3.937652497,50.174608539,2023-08-24,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2023
"391","D015 8503","Le Ruisseau de Tarsy à Dourlers","59","Nord","59181","Dourlers","32","Hauts-de-France","01","Artois-Picardie","D0150850","La Tarsy","97684","0000000134","Onde OFB","1","Ecoulement visible",3.937652497,50.174608539,2023-07-25,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2023
"392","D015 8503","Le Ruisseau de Tarsy à Dourlers","59","Nord","59181","Dourlers","32","Hauts-de-France","01","Artois-Picardie","D0150850","La Tarsy","97556","0000000134","Onde OFB","1","Ecoulement visible",3.937652497,50.174608539,2023-06-27,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2023
"393","D015 8503","Le Ruisseau de Tarsy à Dourlers","59","Nord","59181","Dourlers","32","Hauts-de-France","01","Artois-Picardie","D0150850","La Tarsy","97411","0000000134","Onde OFB","1","Ecoulement visible",3.937652497,50.174608539,2023-05-24,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2023
"394","D015 8503","Le Ruisseau de Tarsy à Dourlers","59","Nord","59181","Dourlers","32","Hauts-de-France","01","Artois-Picardie","D0150850","La Tarsy","97208","0000000134","Onde OFB","1a","Ecoulement visible acceptable",3.937652497,50.174608539,2023-04-25,5,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2023
"395","D015 8503","Le Ruisseau de Tarsy à Dourlers","59","Nord","59181","Dourlers","32","Hauts-de-France","01","Artois-Picardie","D0150850","La Tarsy","97097","0000000134","Onde OFB","1","Ecoulement visible",3.937652497,50.174608539,2023-03-24,4,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2023
"396","D015 8503","Le Ruisseau de Tarsy à Dourlers","59","Nord","59181","Dourlers","32","Hauts-de-France","01","Artois-Picardie","D0150850","La Tarsy","96944","0000000134","Onde OFB","1","Ecoulement visible",3.937652497,50.174608539,2022-10-26,4,2,"complémentaire","http://id.eaufrance.fr/dc/0000000134","Active",2022
"397","D015 8503","Le Ruisseau de Tarsy à Dourlers","59","Nord","59181","Dourlers","32","Hauts-de-France","01","Artois-Picardie","D0150850","La Tarsy","96825","0000000134","Onde OFB","1","Ecoulement visible",3.937652497,50.174608539,2022-09-26,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
"398","D015 8503","Le Ruisseau de Tarsy à Dourlers","59","Nord","59181","Dourlers","32","Hauts-de-France","01","Artois-Picardie","D0150850","La Tarsy","96680","0000000134","Onde OFB","1","Ecoulement visible",3.937652497,50.174608539,2022-08-26,4,1,"usuelle","http://id.eaufrance.fr/dc/0000000134","Active",2022
